,TOOL_ID,Tool,TOOL_ID (#1),TOOL_ID (#2),Tool (#2),tool (#1),TOOL,TOOL (#1),TOOL (#2),Tool (#1),tool,Tool (#3)
359,4,1,0,0,0,7,2,1,0,4,2,14
360,5,1,0,1,1,7,1,1,0,2,2,10
361,5,1,0,0,0,8,2,1,0,6,1,14
362,4,1,0,0,0,8,2,1,0,4,3,14
363,5,1,0,0,0,8,2,1,0,1,2,13
364,2,0,0,0,1,8,2,1,0,5,1,13
365,5,0,0,0,1,7,2,1,0,8,2,11
366,3,0,0,1,1,8,2,1,0,8,1,10
367,4,1,0,1,0,8,2,1,0,8,2,6
368,2,0,0,1,1,8,2,1,0,8,1,10
369,3,1,0,1,0,7,1,1,0,2,2,7
370,3,1,0,1,0,7,2,1,0,1,3,13
371,2,1,0,1,0,8,2,1,0,2,2,12
372,1,1,0,0,0,8,2,1,0,5,3,10
373,3,1,0,0,1,8,2,1,0,5,2,13
374,5,1,0,0,1,7,2,1,0,8,1,11
375,3,1,0,0,0,8,2,1,0,1,2,10
376,2,1,0,0,0,7,2,1,0,2,3,13
377,5,1,0,1,0,7,2,1,0,4,1,11
378,4,1,0,1,0,8,2,1,0,6,3,11
379,2,1,0,0,0,3,2,1,0,2,1,13
380,5,1,0,1,0,7,2,1,0,4,2,12
381,5,1,0,1,1,7,2,1,0,4,2,7
382,3,1,0,1,0,7,0,1,0,1,1,9
383,3,1,0,1,1,3,1,1,0,2,3,10
384,3,1,0,0,0,7,2,1,0,7,3,10
385,4,1,0,1,0,3,2,1,0,2,3,10
386,5,0,0,0,0,8,2,1,0,2,3,13
387,5,0,0,0,0,7,2,1,0,1,2,14
388,5,1,0,1,1,7,2,1,0,2,1,8
389,5,0,0,1,0,8,2,1,0,2,2,10
390,3,1,1,1,0,0,2,1,0,1,1,13
391,2,1,0,1,1,7,2,1,0,1,1,5
392,2,1,1,1,0,2,2,1,0,2,3,12
393,3,0,0,1,0,7,2,1,0,1,3,12
394,2,1,0,0,0,8,2,1,0,7,1,10
395,2,1,1,1,0,0,2,1,0,2,3,10
396,5,1,0,1,0,7,0,1,0,8,2,13
397,4,1,0,1,0,8,0,1,0,7,1,14
398,5,1,0,1,0,7,0,1,0,8,3,14
399,0,1,0,1,1,7,2,1,0,5,2,9
400,3,1,0,1,1,8,1,1,0,4,3,5
401,2,1,0,1,1,7,1,1,0,3,2,7
402,3,1,0,1,1,7,2,1,0,1,1,8
403,5,1,0,1,1,7,2,1,0,2,1,9
404,3,1,0,1,1,7,2,1,0,1,2,9
405,5,1,0,1,1,7,2,1,0,2,1,5
406,3,1,0,1,1,7,2,1,0,1,2,5
407,5,1,0,1,1,7,2,1,0,2,1,6
408,2,1,0,1,1,7,2,1,0,1,2,6
409,5,1,0,1,0,8,0,1,0,2,1,9
410,3,1,0,1,1,7,2,1,0,2,1,7
411,4,1,0,1,0,7,0,1,0,1,3,9
412,5,1,0,1,1,7,2,1,0,1,1,7
413,5,1,0,1,0,8,0,1,0,2,3,6
414,4,1,0,1,0,7,0,1,0,1,2,6
415,2,1,0,1,1,7,2,1,0,2,1,8
416,3,1,0,1,1,7,2,1,0,1,1,8
417,5,1,0,1,1,7,2,1,0,2,1,9
418,2,1,0,1,1,7,2,1,0,1,1,9
419,5,1,0,1,1,7,2,1,0,2,1,5
420,3,1,0,1,1,7,2,1,0,1,1,5
421,2,1,0,1,1,7,2,1,0,2,1,6
422,5,1,0,1,1,7,2,1,0,1,1,6
423,3,1,0,1,1,7,2,1,0,2,1,7
424,2,1,0,1,1,7,2,1,0,1,1,7
425,1,1,1,0,2,3,2,1,0,2,3,5
426,2,0,0,1,0,7,0,1,0,6,2,5
427,5,0,0,1,0,8,0,1,0,4,1,5
428,4,0,0,1,0,6,0,1,0,6,3,6
429,4,1,0,1,1,7,2,1,0,4,3,8
430,5,1,0,1,0,8,0,1,0,2,3,10
431,3,1,0,1,0,7,0,1,0,1,2,10
432,2,1,0,1,0,8,0,1,0,2,1,11
433,2,1,0,1,0,7,0,1,0,1,1,11
434,5,1,0,1,0,8,0,1,0,2,2,12
435,3,1,0,1,0,7,0,1,0,1,1,12
436,3,1,1,1,0,8,0,1,0,4,2,5
437,5,1,1,1,0,6,2,1,0,2,3,13
438,3,1,1,1,0,7,0,1,0,4,2,7
439,2,0,0,1,1,6,0,1,0,8,1,11
440,4,0,0,1,1,7,0,1,0,5,2,10
441,2,0,0,1,1,8,0,1,0,7,3,10
442,0,1,0,2,1,4,2,1,0,5,2,10
443,0,1,0,2,1,4,2,1,0,7,1,14
444,4,0,0,1,1,6,0,1,0,2,3,12
445,2,1,1,1,1,7,0,1,0,6,1,6
446,3,1,1,1,1,8,0,1,0,3,3,6
447,2,1,1,1,1,7,0,1,0,6,2,7
448,2,0,0,1,0,8,0,1,0,2,3,11
449,2,0,0,1,0,7,0,1,0,1,1,11
450,2,0,0,1,0,8,0,1,0,2,2,12
451,4,1,1,1,1,8,2,1,0,4,1,5
452,4,1,1,2,2,5,2,1,0,1,2,7
453,2,1,1,2,2,5,2,1,0,1,1,5
454,5,1,1,0,0,3,2,1,0,1,1,11
455,3,1,1,1,0,7,2,1,0,6,1,13
456,4,1,1,0,0,3,2,1,0,2,3,14
457,4,0,0,1,0,6,0,1,0,8,1,9
458,4,1,0,1,0,7,0,1,0,3,2,14
459,0,1,0,2,1,4,2,1,0,7,1,10
460,5,1,0,1,0,7,2,1,0,6,1,12
461,2,0,0,1,0,7,0,1,0,5,2,9
462,2,1,0,1,0,7,2,1,0,4,3,13
463,4,0,0,1,0,8,0,1,0,7,3,5
464,5,0,1,0,0,8,2,1,0,1,1,14
465,5,0,1,0,0,8,2,1,0,2,1,10
466,2,1,0,1,1,8,1,1,0,1,2,12
467,3,1,0,1,1,7,1,1,0,2,3,10
468,2,0,0,1,0,8,0,1,0,2,3,6
469,2,0,0,1,0,7,0,1,0,1,1,6
470,2,0,0,1,0,6,0,1,0,2,2,7
471,3,1,0,0,0,3,2,1,0,1,2,12
472,2,1,0,1,1,7,1,1,0,1,1,9
473,5,1,1,1,1,7,0,1,1,5,2,11
474,5,1,0,1,1,8,1,1,0,2,2,6
475,4,1,1,1,1,6,0,1,1,7,3,11
476,5,1,1,1,1,8,0,1,1,8,1,12
477,2,0,0,1,0,7,0,1,0,1,2,14
478,5,0,0,1,0,3,0,1,0,2,1,7
479,5,0,0,1,1,7,0,1,0,7,2,13
480,5,0,0,1,1,7,0,1,0,7,2,14
481,5,0,0,1,1,7,0,1,0,7,2,10
482,2,0,0,1,0,7,0,1,0,2,1,9
483,2,1,0,1,0,8,2,1,0,1,2,13
484,4,1,0,1,0,7,2,1,0,2,3,13
485,5,1,0,1,0,8,2,1,0,1,1,14
486,3,1,0,0,0,4,2,1,0,2,1,10
487,5,1,0,0,0,7,2,1,0,6,1,12
488,1,1,0,0,0,8,2,1,0,2,1,10
489,5,1,0,1,1,6,2,1,0,2,2,5
490,2,0,0,1,0,6,0,1,0,8,2,8
491,3,1,0,1,1,7,2,1,0,1,3,8
492,3,1,0,1,0,7,2,1,0,1,3,14
493,3,1,0,1,0,7,2,1,0,1,3,14
494,3,1,0,1,0,7,2,1,0,1,3,10
495,3,1,0,1,0,7,2,1,0,1,3,11
496,5,0,1,1,1,6,2,1,1,3,1,5
497,5,0,1,1,1,8,2,1,1,6,2,5
498,0,1,0,1,2,8,2,1,0,8,1,14
499,5,0,1,1,1,6,2,1,1,3,3,6
500,0,1,0,1,2,8,2,1,0,8,1,13
501,0,1,0,1,2,8,2,1,0,8,3,12
502,5,1,0,1,0,7,2,1,0,1,3,8
503,5,1,0,1,0,7,2,1,0,2,2,7
504,5,0,0,1,0,8,0,1,0,2,2,9
505,3,0,0,1,1,6,2,1,0,5,3,10
506,4,0,0,1,0,6,0,1,0,1,3,5
507,2,1,0,1,0,7,2,1,0,3,3,14
508,2,1,0,1,0,6,2,1,0,6,1,14
509,4,1,0,1,0,8,2,1,0,3,2,10
510,4,1,0,1,0,8,2,1,0,6,2,10
511,2,1,0,0,0,8,2,1,0,1,3,10
512,2,0,0,1,1,7,2,1,0,7,1,10
513,4,0,0,1,1,8,2,1,0,8,2,11
514,2,1,0,0,0,7,2,1,0,2,1,13
515,5,0,0,1,1,1,2,1,1,7,2,8
516,5,0,0,1,1,2,2,1,1,7,3,8
517,5,1,0,1,0,7,2,1,0,1,1,8
518,5,0,0,1,1,0,2,1,1,8,1,9
519,5,0,0,1,1,2,2,1,1,7,3,9
520,4,1,0,1,0,8,2,1,0,2,3,7
521,5,0,0,1,1,0,2,1,1,8,1,5
522,5,0,0,1,1,1,2,1,1,5,2,5
523,5,0,1,1,0,6,2,1,1,8,1,9
524,5,0,0,1,1,0,2,1,1,8,1,9
525,4,0,1,1,0,8,2,1,1,5,2,9
526,5,0,0,1,1,1,2,1,1,5,2,5
527,5,0,0,1,1,2,2,1,1,7,3,5
528,5,0,1,1,0,7,2,1,1,7,3,5
529,2,0,1,1,1,6,2,1,1,6,3,8
530,2,0,1,1,1,7,2,1,1,3,1,9
531,2,0,1,1,1,6,2,1,1,6,2,9
532,2,0,0,1,0,7,2,1,0,8,3,11
533,2,0,0,1,0,8,2,1,0,5,2,12
534,4,1,0,0,0,7,2,1,0,7,3,8
535,4,1,0,0,0,8,2,1,0,5,1,5
536,4,0,1,1,1,7,0,0,1,6,2,8
537,4,0,0,1,1,7,0,1,0,8,2,5
538,4,0,1,1,1,6,0,0,1,3,3,9
539,4,0,1,1,1,8,0,0,1,6,1,9
540,5,0,0,1,1,6,0,1,0,5,1,5
541,4,0,1,1,1,7,0,0,1,6,2,5
542,4,0,0,1,1,8,0,1,0,7,3,6
543,4,0,1,1,1,7,2,1,1,7,3,13
544,2,0,0,1,1,2,2,1,1,0,2,10
545,4,0,1,1,1,7,2,1,1,5,3,11
546,2,0,0,1,1,2,2,1,1,1,3,10
547,4,0,1,1,1,7,2,1,1,8,2,10
548,2,0,0,1,1,0,2,1,1,2,1,10
549,4,0,1,1,1,7,2,1,1,8,2,13
550,2,0,0,1,1,1,2,1,1,0,2,14
551,5,0,1,1,1,6,2,1,1,7,1,10
552,5,0,0,1,0,7,2,1,0,1,1,14
553,2,0,0,1,1,1,2,1,1,2,1,12
554,2,0,0,1,1,2,2,1,1,0,2,13
555,2,0,0,1,1,0,2,1,1,1,3,13
556,2,1,0,1,0,8,0,1,1,6,3,8
557,3,0,0,1,0,8,2,1,0,5,1,12
558,2,0,0,1,0,7,2,1,0,8,3,13
559,3,0,0,1,0,8,2,1,0,5,1,13
560,4,1,0,1,0,8,0,1,0,7,1,12
561,5,0,0,1,1,8,0,1,0,7,3,7
562,5,0,0,1,1,7,0,1,0,7,2,5
563,3,1,0,1,1,8,0,1,0,2,3,7
564,2,1,0,1,1,7,0,1,0,1,2,5
565,3,1,0,0,1,8,2,1,0,5,3,13
566,3,1,0,0,1,7,2,1,0,8,3,11
567,5,1,0,0,0,8,2,1,0,2,3,11
568,4,1,0,0,0,7,2,1,0,1,1,10
569,5,1,0,0,0,7,2,1,0,6,1,13
570,5,0,0,0,0,7,2,1,0,2,1,5
571,5,0,1,1,0,6,0,1,1,3,2,8
572,5,0,1,1,0,6,0,1,1,3,1,9
573,4,0,1,1,0,6,0,1,1,3,2,5
574,3,0,0,1,0,7,0,1,0,6,1,14
575,2,0,0,1,0,8,0,1,0,3,2,12
576,4,0,0,1,0,5,2,1,0,7,1,11
577,5,0,0,1,0,3,2,1,0,8,2,12
578,5,0,1,1,0,7,0,1,1,6,3,9
579,2,1,0,1,0,8,0,1,0,2,3,9
580,3,1,0,1,0,7,0,1,0,1,1,9
581,3,1,0,1,0,7,0,1,0,1,2,6
582,2,1,0,1,0,8,0,1,0,2,3,7
583,3,1,0,0,0,8,2,1,0,1,3,7
584,3,1,0,0,0,8,2,1,0,1,1,7
585,5,1,0,1,0,7,2,1,0,1,3,11
586,5,1,0,1,0,8,2,1,0,2,1,10
587,5,0,0,1,0,8,0,1,0,4,1,7
588,2,0,0,1,0,7,2,1,0,2,3,7
589,4,0,0,1,0,7,2,1,0,1,1,9
590,4,0,0,1,0,8,2,1,0,2,1,5
591,5,0,0,1,0,6,2,1,0,1,3,5
592,5,0,0,1,0,6,2,0,1,3,3,0
593,4,0,0,1,0,8,0,1,0,7,1,13
594,2,0,0,1,0,6,0,1,0,8,3,14
595,5,0,0,1,0,7,0,1,0,5,1,14
596,5,1,1,1,1,8,2,1,0,2,1,14
597,4,0,0,1,0,6,0,1,0,8,1,14
598,1,1,0,0,0,7,2,1,0,1,1,6
599,2,0,0,1,0,7,0,1,0,5,3,10
600,4,1,1,1,1,7,2,1,0,1,3,13
601,5,0,0,1,0,8,0,1,0,7,1,10
602,5,1,1,1,0,7,2,1,0,2,1,12
603,3,0,0,1,1,8,2,1,0,2,3,11
604,4,1,1,1,0,7,2,1,0,1,2,10
605,3,0,0,1,1,7,2,1,0,1,2,12
606,2,0,0,1,0,7,2,1,1,8,3,14
607,2,0,0,1,0,6,2,1,1,5,1,10
608,4,1,0,1,0,8,2,1,0,6,3,14
609,2,0,0,1,0,7,2,1,1,7,2,10
610,5,0,0,1,0,8,0,1,0,2,3,8
611,5,0,0,1,0,6,0,1,0,1,1,7
612,5,1,0,1,0,8,0,1,0,3,2,12
613,2,1,0,1,0,7,2,1,0,4,3,10
614,5,0,0,1,1,7,0,1,0,2,2,10
615,3,1,1,1,1,7,0,1,0,3,3,8
616,4,0,0,1,1,8,0,1,0,2,2,11
617,4,0,0,1,1,7,2,1,1,8,1,9
618,5,0,0,1,1,6,2,1,1,5,2,5
619,4,0,0,1,1,7,2,1,1,7,1,5
620,5,1,1,1,0,7,2,1,0,2,2,12
621,4,1,1,1,0,8,2,1,0,1,3,13
622,2,0,0,1,1,7,0,1,0,6,3,5
623,2,0,0,1,1,6,0,1,0,3,3,7
624,5,0,0,1,1,8,2,1,0,2,3,10
625,5,0,0,1,1,7,0,1,0,7,1,12
626,2,0,0,1,1,8,0,1,0,8,2,14
627,4,0,0,1,1,8,0,1,0,7,2,8
628,5,0,0,1,1,6,0,1,0,8,3,5
629,0,0,0,1,1,6,2,1,1,1,3,7
630,0,0,0,1,1,6,2,1,1,2,1,7
631,0,0,0,1,1,6,2,1,1,1,2,8
632,0,0,0,1,1,6,2,1,1,2,3,8
633,0,0,0,1,1,6,2,1,1,1,1,8
634,0,0,0,1,1,6,2,1,1,2,2,9
635,2,1,0,1,0,3,2,1,0,7,3,7
636,2,1,0,1,0,3,2,1,0,5,2,5
637,2,0,1,1,0,6,2,1,1,8,2,13
638,2,0,1,1,0,7,2,1,1,8,2,13
639,4,1,1,1,0,7,2,1,0,1,2,11
640,4,0,0,1,1,7,2,1,1,7,1,5
641,5,0,0,1,1,6,2,1,1,7,1,8
642,5,0,0,1,1,6,2,1,1,8,2,6
643,4,1,1,0,0,7,2,1,0,1,3,11
644,2,0,1,1,1,6,2,1,1,1,1,8
645,2,0,1,1,1,6,2,1,1,2,2,9
646,2,0,1,1,1,6,2,1,1,1,3,9
647,0,0,0,1,1,6,2,1,1,1,1,5
648,0,0,0,1,1,6,2,1,1,2,2,6
649,0,0,0,1,1,6,2,1,1,1,3,6
650,0,0,0,1,1,6,2,1,1,2,2,5
651,0,0,0,1,1,6,2,1,1,1,3,5
652,2,0,0,1,0,7,0,1,0,1,1,8
653,2,0,0,1,0,6,0,1,0,8,1,10
654,2,0,0,1,0,7,0,1,0,5,1,10
655,5,0,0,1,1,6,0,1,0,1,3,14
656,2,0,0,1,1,8,0,1,0,2,2,11
657,4,1,1,1,1,6,0,1,1,7,3,13
658,4,0,0,1,0,7,0,1,0,2,3,6
659,3,1,0,1,0,8,2,1,0,2,2,9
660,5,1,1,0,2,3,2,1,0,7,2,11
661,2,1,0,1,0,8,2,1,0,1,1,8
662,4,1,1,0,2,3,2,1,0,5,3,10
663,4,0,0,1,1,3,2,1,1,2,2,8
664,5,0,0,1,1,4,2,1,1,1,3,8
665,4,0,0,1,1,3,2,1,1,2,1,9
666,4,0,0,1,1,6,2,1,0,2,2,12
667,5,0,0,1,1,7,2,1,0,1,3,14
668,4,0,0,1,0,3,2,1,1,1,3,6
669,3,1,0,1,0,8,0,1,0,2,2,9
670,2,0,0,1,0,7,0,1,0,3,1,8
671,5,1,0,1,0,7,0,1,0,1,1,6
672,5,0,0,1,1,4,2,1,1,1,2,7
673,2,0,0,1,0,6,0,1,0,6,2,7
674,4,0,0,1,1,5,2,1,1,2,3,7
675,5,0,0,1,1,3,2,1,1,1,1,8
676,0,1,0,2,1,8,2,1,0,4,2,11
677,2,0,0,1,1,4,0,1,0,5,3,5
678,2,0,0,1,1,5,0,1,0,7,1,5
679,5,0,0,1,1,6,0,1,0,5,3,10
680,4,0,0,1,1,5,2,1,1,5,2,10
681,4,0,0,1,1,7,0,1,0,7,1,12
682,4,0,0,1,1,5,2,1,1,7,3,11
683,5,0,0,1,0,4,1,1,1,8,3,7
684,4,0,0,1,0,5,1,1,1,5,1,8
685,4,0,0,1,0,7,0,1,0,5,3,6
686,5,0,0,1,0,4,1,1,1,7,2,8
687,2,1,0,1,0,8,0,1,1,3,3,8
688,4,0,0,1,0,5,1,1,1,7,2,5
689,2,1,0,1,0,7,0,1,1,6,1,6
690,5,0,0,1,0,3,1,1,1,8,3,5
691,4,0,0,1,0,6,2,1,0,6,3,11
692,4,0,0,1,0,4,1,1,1,5,1,6
693,4,0,0,1,0,7,2,1,0,4,2,13
694,5,0,1,1,0,8,0,1,1,3,1,7
695,4,0,1,1,0,7,0,1,1,6,3,5
696,4,0,0,1,0,4,0,1,0,1,2,5
697,5,0,1,1,1,6,0,1,1,8,2,13
698,4,0,1,1,1,7,0,1,1,5,3,10
699,2,1,0,1,1,3,1,1,0,1,2,10
700,2,1,0,1,1,3,1,1,0,2,3,12
701,4,1,0,1,0,6,2,1,0,3,1,13
702,4,0,0,1,1,7,2,0,1,5,2,5
703,5,0,0,1,1,6,2,0,1,7,3,8
704,4,0,0,1,0,7,0,1,0,1,1,6
705,2,0,0,1,0,6,0,1,0,1,1,13
706,4,0,0,1,1,8,0,1,0,8,3,10
707,3,1,0,1,0,8,0,1,0,2,1,6
708,5,1,0,1,0,8,0,1,0,2,2,5
709,5,0,0,0,0,7,2,1,0,6,2,9
710,5,0,0,0,0,6,0,1,0,3,2,13
711,4,0,0,1,0,7,2,0,1,4,2,0
712,4,0,0,1,0,7,2,0,1,4,1,1
713,4,0,0,1,0,7,2,0,1,6,3,2
714,4,0,0,1,0,7,2,0,1,3,2,3
715,4,0,0,1,0,7,2,0,1,4,1,4
716,5,0,0,1,1,5,1,1,1,5,1,8
717,4,0,0,1,1,4,1,1,1,7,2,9
718,2,0,1,1,1,7,2,1,1,3,2,8
719,5,0,0,1,1,3,1,1,1,5,1,9
720,4,0,0,1,0,8,0,1,0,1,2,6
