,null_count_all,null_count_210X,null_count_220X,null_count_300X,null_count_310X,null_count_311X,null_count_261X,null_count_312X,null_count_330X,null_count_340X,null_count_344X,null_count_360X,null_count_400X,null_count_420X,null_count_440AX,null_count_520X,null_count_750X
0,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
1,203,0,2,5,0,1,0,134,0,60,0,0,0,0,0,0,0
2,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
3,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
4,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
5,200,0,2,0,0,1,0,134,0,60,0,0,0,0,0,2,0
6,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
7,68,0,2,5,0,1,0,0,0,60,0,0,0,0,0,0,0
8,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
9,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
10,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
11,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
12,213,0,2,1,0,15,0,134,0,60,0,0,0,0,0,0,0
13,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
14,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
15,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
16,201,0,2,3,0,1,0,134,0,60,0,0,0,0,0,0,0
17,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
18,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
19,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
20,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
21,203,0,2,5,0,1,0,134,0,60,0,0,0,0,0,0,0
22,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
23,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
24,62,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0
25,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
26,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
27,212,0,2,0,0,15,0,134,0,60,0,0,0,0,0,0,0
28,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
29,62,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0
30,78,0,2,0,0,16,0,0,0,60,0,0,0,0,0,0,0
31,206,0,2,7,0,1,0,134,0,60,0,0,0,0,0,0,0
32,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
33,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
34,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
35,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
36,70,0,2,6,0,1,0,0,0,60,0,0,0,0,0,0,0
37,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
38,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
39,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
40,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
41,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
42,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
43,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
44,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
45,201,0,2,3,0,1,0,134,0,60,0,0,0,0,0,0,0
46,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
47,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
48,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
49,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
50,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
51,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
52,201,0,2,3,0,1,0,134,0,60,0,0,0,0,0,0,0
53,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
54,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
55,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
56,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
57,64,0,2,0,0,1,0,0,0,60,0,0,0,0,0,1,0
58,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
59,66,0,2,0,0,1,0,0,0,60,0,0,0,0,0,3,0
60,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
61,65,0,2,1,0,2,0,0,0,60,0,0,0,0,0,0,0
62,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
63,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
64,203,0,2,4,0,1,0,134,0,60,0,0,0,0,0,0,0
65,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
66,198,0,2,1,0,0,0,134,0,60,0,0,0,0,0,0,0
67,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
68,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
69,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
70,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
71,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
72,62,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0
73,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
74,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
75,204,0,2,5,0,2,0,134,0,60,0,0,0,0,0,0,0
76,200,0,2,1,0,2,0,134,0,60,0,0,0,0,0,0,0
77,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
78,200,0,2,1,0,2,0,134,0,60,0,0,0,0,0,0,0
79,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
80,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
81,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
82,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
83,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
84,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
85,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
86,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
87,62,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0
88,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
89,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
90,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
91,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
92,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
93,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
94,201,0,2,1,0,1,0,134,0,60,0,0,0,0,0,2,0
95,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
96,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
97,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
98,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
99,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
100,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
101,65,0,2,1,0,2,0,0,0,60,0,0,0,0,0,0,0
102,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
103,213,0,2,0,0,16,0,134,0,60,0,0,0,0,0,0,0
104,200,0,2,1,0,2,0,134,0,60,0,0,0,0,0,0,0
105,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
106,198,0,2,1,0,0,0,134,0,60,0,0,0,0,0,0,0
107,202,0,2,3,0,2,0,134,0,60,0,0,0,0,0,0,0
108,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
109,202,0,2,3,0,2,0,134,0,60,0,0,0,0,0,0,0
110,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
111,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
112,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
113,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
114,206,0,2,7,0,1,0,134,0,60,0,0,0,0,0,0,0
115,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
116,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
117,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
118,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
119,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
120,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
121,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
122,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
123,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
124,65,0,2,0,0,1,0,0,0,60,0,0,0,0,0,2,0
125,79,0,2,1,0,16,0,0,0,60,0,0,0,0,0,0,0
126,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
127,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
128,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
129,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
130,78,0,2,1,0,15,0,0,0,60,0,0,0,0,0,0,0
131,200,0,2,1,0,2,0,134,0,60,0,0,0,0,0,0,0
132,198,0,2,1,0,0,0,134,0,60,0,0,0,0,0,0,0
133,67,0,2,4,0,1,0,0,0,60,0,0,0,0,0,0,0
134,200,0,2,3,0,0,0,134,0,60,0,0,0,0,0,0,0
135,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
136,199,0,2,0,0,1,0,134,0,60,0,0,0,0,0,1,0
137,200,0,2,1,0,1,0,134,0,60,0,0,0,0,0,1,0
138,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
139,201,0,2,3,0,1,0,134,0,60,0,0,0,0,0,0,0
140,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
141,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
142,213,0,2,1,0,15,0,134,0,60,0,0,0,0,0,0,0
143,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
144,201,0,2,2,0,2,0,134,0,60,0,0,0,0,0,0,0
145,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
146,213,0,2,1,0,15,0,134,0,60,0,0,0,0,0,0,0
147,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
148,67,0,2,3,0,2,0,0,0,60,0,0,0,0,0,0,0
149,67,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
150,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
151,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
152,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
153,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
154,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
155,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
156,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
157,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
158,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
159,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
160,67,0,2,4,0,1,0,0,0,60,0,0,0,0,0,0,0
161,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
162,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
163,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
164,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
165,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
166,202,0,2,3,0,2,0,134,0,60,0,0,0,0,0,0,0
167,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
168,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
169,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
170,206,0,2,6,0,2,0,134,0,60,0,0,0,0,0,0,0
171,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
172,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
173,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
174,203,0,2,3,0,2,0,134,0,60,0,0,0,0,0,0,0
175,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
176,198,0,2,1,0,0,0,134,0,60,0,0,0,0,0,0,0
177,201,0,2,2,0,2,0,134,0,60,0,0,0,0,0,0,0
178,200,0,2,1,0,2,0,134,0,60,0,0,0,0,0,0,0
179,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
180,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
181,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
182,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
183,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
184,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
185,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
186,67,0,2,2,0,1,0,0,0,60,0,0,0,0,0,2,0
187,79,0,2,1,0,16,0,0,0,60,0,0,0,0,0,0,0
188,198,0,2,1,0,0,0,134,0,60,0,0,0,0,0,0,0
189,213,0,2,0,0,16,0,134,0,60,0,0,0,0,0,0,0
190,213,0,2,1,0,15,0,134,0,60,0,0,0,0,0,0,0
191,213,0,2,0,0,16,0,134,0,60,0,0,0,0,0,0,0
192,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
193,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
194,201,0,2,3,0,1,0,134,0,60,0,0,0,0,0,0,0
195,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
196,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
197,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
198,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
199,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
200,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
201,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
202,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
203,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
204,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
205,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
206,201,0,2,1,0,1,0,134,0,60,0,0,0,0,0,2,0
207,62,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0
208,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
209,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
210,213,0,2,1,0,15,0,134,0,60,0,0,0,0,0,0,0
211,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
212,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
213,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
214,216,0,2,3,0,16,0,134,0,60,0,0,0,0,0,0,0
215,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
216,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
217,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
218,79,0,2,1,0,16,0,0,0,60,0,0,0,0,0,0,0
219,78,0,2,1,0,15,0,0,0,60,0,0,0,0,0,0,0
220,79,0,2,1,0,16,0,0,0,60,0,0,0,0,0,0,0
221,233,0,35,2,0,1,0,134,0,60,0,0,0,0,0,0,0
222,62,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0
223,62,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0
224,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
225,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
226,78,0,2,0,0,16,0,0,0,60,0,0,0,0,0,0,0
227,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
228,77,0,2,0,0,15,0,0,0,60,0,0,0,0,0,0,0
229,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
230,79,0,2,1,0,16,0,0,0,60,0,0,0,0,0,0,0
231,78,0,2,1,0,15,0,0,0,60,0,0,0,0,0,0,0
232,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
233,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
234,201,0,2,4,0,0,0,134,0,60,0,0,0,0,0,0,0
235,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
236,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
237,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
238,201,0,2,3,0,1,0,134,0,60,0,0,0,0,0,0,0
239,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
240,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
241,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
242,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
243,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
244,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
245,86,0,2,7,0,16,0,0,0,60,0,0,0,0,0,0,0
246,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
247,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
248,214,0,2,1,0,16,0,134,0,60,0,0,0,0,0,0,0
249,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
250,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
251,212,0,2,0,0,15,0,134,0,60,0,0,0,0,0,0,0
252,208,0,2,9,0,1,0,134,0,60,0,0,0,0,0,0,0
253,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
254,217,0,2,5,0,15,0,134,0,60,0,0,0,0,0,0,0
255,213,0,2,0,0,16,0,134,0,60,0,0,0,0,0,0,0
256,217,0,2,4,0,16,0,134,0,60,0,0,0,0,0,0,0
257,212,0,2,0,0,15,0,134,0,60,0,0,0,0,0,0,0
258,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
259,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
260,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
261,203,0,2,3,0,2,0,134,0,60,0,0,0,0,0,0,0
262,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
263,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
264,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
265,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
266,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
267,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
268,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
269,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
270,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
271,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
272,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
273,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
274,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
275,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
276,62,0,2,0,0,0,0,0,0,60,0,0,0,0,0,0,0
277,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
278,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
279,78,0,2,0,0,16,0,0,0,60,0,0,0,0,0,0,0
280,197,0,2,0,0,0,0,134,0,60,0,0,0,0,0,0,0
281,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
282,200,0,2,1,0,2,0,134,0,60,0,0,0,0,0,0,0
283,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
284,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
285,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
286,199,0,2,0,0,2,0,134,0,60,0,0,0,0,0,0,0
287,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
288,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
289,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
290,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
291,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
292,351,0,2,2,0,1,0,134,0,60,0,0,0,150,0,0,0
293,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
294,349,0,2,0,0,1,0,134,0,60,0,0,0,150,0,0,0
295,349,0,2,0,0,1,0,134,0,60,0,0,0,150,0,0,0
296,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
297,77,0,2,0,0,15,0,0,0,60,0,0,0,0,0,0,0
298,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
299,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
300,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
301,65,0,2,1,0,1,0,0,0,60,0,0,0,0,0,1,0
302,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
303,66,2,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
304,79,0,2,2,0,15,0,0,0,60,0,0,0,0,0,0,0
305,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
306,78,0,2,1,0,15,0,0,0,60,0,0,0,0,0,0,0
307,212,0,2,0,0,15,0,134,0,60,0,0,0,0,0,0,0
308,79,0,2,1,0,16,0,0,0,60,0,0,0,0,0,0,0
309,214,0,2,1,0,16,0,134,0,60,0,0,0,0,0,0,0
310,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
311,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
312,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
313,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
314,77,0,2,0,0,15,0,0,0,60,0,0,0,0,0,0,0
315,215,0,2,2,0,16,0,134,0,60,0,0,0,0,0,0,0
316,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
317,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
318,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
319,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
320,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
321,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
322,214,0,2,1,0,16,0,134,0,60,0,0,0,0,0,0,0
323,77,0,2,0,0,15,0,0,0,60,0,0,0,0,0,0,0
324,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
325,64,0,2,0,0,2,0,0,0,60,0,0,0,0,0,0,0
326,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
327,65,0,2,1,0,2,0,0,0,60,0,0,0,0,0,0,0
328,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
329,78,0,2,0,0,16,0,0,0,60,0,0,0,0,0,0,0
330,69,0,2,5,0,1,0,0,0,60,0,0,0,0,0,0,0
331,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
332,67,0,2,3,0,2,0,0,0,60,0,0,0,0,0,0,0
333,67,0,2,4,0,1,0,0,0,60,0,0,0,0,0,0,0
334,200,0,2,3,0,0,0,134,0,60,0,0,0,0,0,0,0
335,65,0,2,1,0,2,0,0,0,60,0,0,0,0,0,0,0
336,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
337,65,0,2,2,0,1,0,0,0,60,0,0,0,0,0,0,0
338,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
339,63,0,2,1,0,0,0,0,0,60,0,0,0,0,0,0,0
340,200,0,2,2,0,0,0,134,0,60,0,0,0,0,0,0,0
341,65,0,2,0,0,1,0,0,0,60,0,0,0,0,0,2,0
342,213,0,2,1,0,15,0,134,0,60,0,0,0,0,0,0,0
343,217,0,2,5,0,15,0,134,0,60,0,0,0,0,0,0,0
344,199,0,2,1,0,1,0,134,0,60,0,0,0,0,0,0,0
345,207,0,2,8,0,1,0,134,0,60,0,0,0,0,0,0,0
346,198,0,2,0,0,1,0,134,0,60,0,0,0,0,0,0,0
347,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
348,66,0,2,3,0,1,0,0,0,60,0,0,0,0,0,0,0
349,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
350,63,0,2,0,0,1,0,0,0,60,0,0,0,0,0,0,0
351,68,0,2,3,0,2,0,0,0,60,0,0,0,0,0,0,0
352,71,0,2,8,0,0,0,0,0,60,0,0,0,0,0,0,0
353,215,0,2,2,0,16,0,134,0,60,0,0,0,0,0,0,0
354,200,0,2,2,0,1,0,134,0,60,0,0,0,0,0,0,0
355,71,0,2,7,0,1,0,0,0,60,0,0,0,0,0,0,0
356,64,0,2,1,0,1,0,0,0,60,0,0,0,0,0,0,0
